Patient_ID,First_Name,Last_Name,Gender,Age,Date_of_Birth,Blood_Group,Marital_Status,Phone_Number,Email,Address,City,State,Country,Pincode,Height_cm,Weight_kg,BMI,Smoking_Status,Alcohol_Consumption,Chronic_Condition,Primary_Doctor_ID,Insurance_Provider,Insurance_Policy_No,Registration_Date
P12192,Amit,Sharma,Male,51,1974-07-30,B+,Married,9822842364,user12192@mail.com,Local Address,Mumbai,Maharashtra,India,408943,153,67,28.6,Yes,Occasionally,Asthma,D102,Star Health,POL161163,2022-05-23
P12193,Anjali,Iyer,Male,32,1993-04-16,B+,Single,9398517880,user12193@mail.com,Local Address,Nashik,Maharashtra,India,400611,173,62,20.7,No,Occasionally,Hypertension,D106,HDFC Ergo,POL611431,2022-02-27
P12194,Kavita,Sharma,Female,48,1977-09-25,AB-,Married,9440800130,user12194@mail.com,Local Address,Pune,Maharashtra,India,401758,153,60,25.6,Yes,No,None,D108,Reliance General,POL250107,2022-10-07
P12195,Amit,Sharma,Male,54,1971-09-04,AB+,Married,9442273456,user12195@mail.com,Local Address,Nashik,Maharashtra,India,406295,174,81,26.8,Yes,Occasionally,Thyroid,D106,Reliance General,POL412318,2021-11-07
P12196,Pooja,Nair,Female,47,1978-08-12,O+,Single,9697789889,user12196@mail.com,Local Address,Mumbai,Maharashtra,India,410261,159,51,20.2,Yes,Occasionally,None,D104,New India Assurance,POL221386,2022-05-19
P12197,Pooja,Mehta,Male,37,1988-12-12,A+,Married,9722888724,user12197@mail.com,Local Address,Nashik,Maharashtra,India,409961,160,54,21.1,Yes,No,Hypertension,D102,Reliance General,POL438085,2021-09-19
P12198,Kavita,Verma,Male,56,1969-06-10,A-,Single,9521925535,user12198@mail.com,Local Address,Pune,Maharashtra,India,400040,164,51,19.0,No,No,Asthma,D102,ICICI Lombard,POL729845,2020-04-04
P12199,Sneha,Mehta,Male,29,1996-07-26,AB-,Single,9463941160,user12199@mail.com,Local Address,Nagpur,Maharashtra,India,402929,180,75,23.1,No,No,None,D101,HDFC Ergo,POL232178,2021-05-24
P12200,Amit,Gupta,Female,59,1966-03-25,O+,Married,9248996696,user12200@mail.com,Local Address,Mumbai,Maharashtra,India,402765,170,68,23.5,No,Occasionally,Diabetes,D103,Star Health,POL963579,2020-12-08
P12201,Rohan,Nair,Male,34,1991-05-14,B+,Married,9797456260,user12201@mail.com,Local Address,Nashik,Maharashtra,India,408135,167,90,32.3,Yes,Occasionally,None,D109,ICICI Lombard,POL606560,2023-12-21
P12202,Anjali,Sharma,Male,38,1987-05-26,A-,Single,9523372947,user12202@mail.com,Local Address,Navi Mumbai,Maharashtra,India,405175,175,62,20.2,No,No,Asthma,D101,Reliance General,POL827141,2023-04-15
P12203,Vikas,Joshi,Male,29,1996-04-22,B-,Single,9755244600,user12203@mail.com,Local Address,Pune,Maharashtra,India,402080,150,87,38.7,Yes,No,Asthma,D106,HDFC Ergo,POL565924,2023-09-20
P12204,Pooja,Joshi,Female,47,1978-09-30,AB-,Married,9127463016,user12204@mail.com,Local Address,Mumbai,Maharashtra,India,402339,171,66,22.6,No,No,Thyroid,D103,Reliance General,POL734815,2023-05-03
P12205,Rohan,Gupta,Female,44,1981-06-17,B-,Married,9294438256,user12205@mail.com,Local Address,Nagpur,Maharashtra,India,402686,164,90,33.5,Yes,No,Diabetes,D109,HDFC Ergo,POL386152,2022-09-03
P12206,Rohan,Verma,Male,29,1996-11-14,O+,Single,9674189798,user12206@mail.com,Local Address,Navi Mumbai,Maharashtra,India,403047,179,75,23.4,Yes,No,None,D101,HDFC Ergo,POL493640,2023-11-06
P12207,Pooja,Verma,Female,32,1993-10-12,B+,Single,9910251035,user12207@mail.com,Local Address,Nagpur,Maharashtra,India,402366,160,62,24.2,No,No,Hypertension,D108,HDFC Ergo,POL944060,2022-07-26
P12208,Sneha,Sharma,Female,34,1991-11-25,O-,Married,9715754291,user12208@mail.com,Local Address,Pune,Maharashtra,India,409076,165,51,18.7,Yes,No,Asthma,D104,Reliance General,POL387604,2022-11-16
P12209,Kavita,Nair,Male,45,1980-06-04,AB+,Single,9197052213,user12209@mail.com,Local Address,Navi Mumbai,Maharashtra,India,402418,173,89,29.7,Yes,Occasionally,None,D101,Star Health,POL354476,2022-01-13
P12210,Kavita,Nair,Male,28,1997-07-19,O+,Single,9936475817,user12210@mail.com,Local Address,Mumbai,Maharashtra,India,401096,150,60,26.7,No,Occasionally,Asthma,D105,Reliance General,POL792976,2020-03-24
P12211,Rohan,Gupta,Male,31,1994-02-11,B+,Married,9987589009,user12211@mail.com,Local Address,Mumbai,Maharashtra,India,404735,160,70,27.3,No,Occasionally,Hypertension,D103,HDFC Ergo,POL330314,2021-01-09
P12212,Rahul,Patil,Male,52,1973-06-18,O+,Married,9557590970,user12212@mail.com,Local Address,Mumbai,Maharashtra,India,407294,165,61,22.4,No,No,None,D107,Star Health,POL906154,2020-06-18
P12213,Kavita,Kulkarni,Female,46,1979-01-04,A-,Single,9170962568,user12213@mail.com,Local Address,Nashik,Maharashtra,India,410773,154,59,24.9,Yes,Occasionally,Thyroid,D106,New India Assurance,POL620673,2023-06-28
P12214,Neha,Singh,Female,56,1969-07-19,AB-,Single,9320383670,user12214@mail.com,Local Address,Navi Mumbai,Maharashtra,India,406347,154,61,25.7,No,Occasionally,None,D107,New India Assurance,POL364896,2024-01-24
P12215,Kavita,Joshi,Male,54,1971-03-01,B-,Single,9021116978,user12215@mail.com,Local Address,Nagpur,Maharashtra,India,400971,171,84,28.7,Yes,Occasionally,Diabetes,D109,Star Health,POL412986,2020-09-24
P12216,Rohan,Singh,Male,40,1985-10-10,B-,Single,9460358136,user12216@mail.com,Local Address,Nagpur,Maharashtra,India,400275,153,88,37.6,No,Occasionally,Hypertension,D107,Reliance General,POL276823,2020-10-02
P12217,Pooja,Verma,Male,54,1971-07-18,B-,Single,9464934102,user12217@mail.com,Local Address,Nashik,Maharashtra,India,409561,164,51,19.0,Yes,Occasionally,None,D109,ICICI Lombard,POL237275,2023-11-03
P12218,Neha,Iyer,Female,29,1996-12-23,AB+,Married,9286501550,user12218@mail.com,Local Address,Nagpur,Maharashtra,India,404661,160,51,19.9,Yes,Occasionally,Diabetes,D110,New India Assurance,POL858075,2021-06-13
P12219,Amit,Verma,Male,53,1972-06-07,O-,Married,9506320295,user12219@mail.com,Local Address,Nagpur,Maharashtra,India,410810,170,50,17.3,Yes,Occasionally,Asthma,D103,New India Assurance,POL267638,2022-04-14
P12220,Pooja,Mehta,Female,38,1987-05-27,A+,Single,9871586629,user12220@mail.com,Local Address,Nagpur,Maharashtra,India,404469,160,78,30.5,Yes,No,Diabetes,D101,Reliance General,POL618525,2022-08-03
P12221,Kavita,Sharma,Male,30,1995-05-28,AB-,Single,9134789669,user12221@mail.com,Local Address,Pune,Maharashtra,India,409684,163,80,30.1,No,Occasionally,Thyroid,D108,HDFC Ergo,POL603734,2021-02-16
P12222,Pooja,Joshi,Male,40,1985-02-19,O-,Single,9402533708,user12222@mail.com,Local Address,Navi Mumbai,Maharashtra,India,410398,150,59,26.2,Yes,No,Hypertension,D103,Reliance General,POL489587,2020-12-03
P12223,Kavita,Iyer,Female,56,1969-10-01,A+,Married,9758444236,user12223@mail.com,Local Address,Mumbai,Maharashtra,India,405102,169,68,23.8,No,Occasionally,Hypertension,D108,Star Health,POL211467,2022-05-20
P12224,Rahul,Sharma,Female,47,1978-07-26,AB-,Single,9893485576,user12224@mail.com,Local Address,Nagpur,Maharashtra,India,400630,170,61,21.1,Yes,Occasionally,Thyroid,D109,ICICI Lombard,POL384852,2020-08-31
P12225,Kavita,Iyer,Male,41,1984-06-03,AB+,Single,9458792297,user12225@mail.com,Local Address,Navi Mumbai,Maharashtra,India,405844,175,50,16.3,No,Occasionally,Diabetes,D104,New India Assurance,POL191941,2024-02-05
P12226,Amit,Mehta,Male,34,1991-04-02,B+,Married,9576490163,user12226@mail.com,Local Address,Nashik,Maharashtra,India,403403,164,55,20.4,No,No,Hypertension,D109,Reliance General,POL753007,2021-11-11
P12227,Sneha,Singh,Male,34,1991-01-20,B+,Married,9686357973,user12227@mail.com,Local Address,Nashik,Maharashtra,India,400003,176,70,22.6,No,No,Thyroid,D106,New India Assurance,POL833618,2023-08-29
P12228,Rahul,Nair,Male,43,1982-04-26,AB-,Single,9262104369,user12228@mail.com,Local Address,Nashik,Maharashtra,India,408404,161,54,20.8,Yes,No,Thyroid,D101,HDFC Ergo,POL751373,2021-09-24
P12229,Pooja,Joshi,Male,57,1968-03-02,O+,Single,9016439943,user12229@mail.com,Local Address,Pune,Maharashtra,India,402646,150,68,30.2,No,Occasionally,None,D105,Star Health,POL902693,2020-02-18
P12230,Suresh,Gupta,Male,33,1992-08-06,AB+,Married,9887150389,user12230@mail.com,Local Address,Nagpur,Maharashtra,India,409163,157,62,25.2,Yes,No,Asthma,D107,Reliance General,POL255857,2021-11-21
P12231,Suresh,Nair,Female,29,1996-10-03,AB-,Married,9911284334,user12231@mail.com,Local Address,Navi Mumbai,Maharashtra,India,407117,175,84,27.4,Yes,Occasionally,Thyroid,D108,ICICI Lombard,POL819560,2023-10-26
P12232,Vikas,Iyer,Female,58,1967-11-14,B-,Married,9085700322,user12232@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400513,177,82,26.2,No,Occasionally,None,D107,ICICI Lombard,POL234856,2022-11-28
P12233,Suresh,Joshi,Female,59,1966-12-08,AB-,Single,9631391263,user12233@mail.com,Local Address,Nagpur,Maharashtra,India,403680,178,52,16.4,No,No,Thyroid,D103,HDFC Ergo,POL929050,2022-12-27
P12234,Rahul,Sharma,Male,34,1991-12-22,AB+,Single,9151764112,user12234@mail.com,Local Address,Mumbai,Maharashtra,India,405554,156,81,33.3,No,No,Hypertension,D106,Star Health,POL814381,2021-09-20
P12235,Rohan,Nair,Female,34,1991-09-10,B-,Single,9741410944,user12235@mail.com,Local Address,Nashik,Maharashtra,India,406163,170,64,22.1,Yes,No,Asthma,D100,ICICI Lombard,POL712595,2022-08-28
P12236,Pooja,Kulkarni,Female,53,1972-07-12,B-,Single,9315893446,user12236@mail.com,Local Address,Mumbai,Maharashtra,India,408692,152,70,30.3,No,No,Thyroid,D110,ICICI Lombard,POL294804,2020-07-08
P12237,Kavita,Gupta,Female,36,1989-06-03,O+,Single,9949429454,user12237@mail.com,Local Address,Mumbai,Maharashtra,India,404238,161,71,27.4,No,No,Asthma,D102,Reliance General,POL355423,2022-09-16
P12238,Amit,Mehta,Male,49,1976-10-03,A+,Single,9811308674,user12238@mail.com,Local Address,Pune,Maharashtra,India,407377,150,77,34.2,No,Occasionally,Asthma,D103,New India Assurance,POL147791,2022-12-06
P12239,Anjali,Kulkarni,Female,58,1967-02-15,O-,Married,9072190443,user12239@mail.com,Local Address,Nashik,Maharashtra,India,406399,173,79,26.4,No,Occasionally,Thyroid,D100,Reliance General,POL913948,2023-03-25
P12240,Suresh,Joshi,Female,29,1996-12-01,A-,Married,9531715063,user12240@mail.com,Local Address,Pune,Maharashtra,India,408104,160,63,24.6,Yes,No,Hypertension,D104,New India Assurance,POL875574,2020-11-06
P12241,Neha,Joshi,Male,39,1986-08-04,A-,Married,9231063499,user12241@mail.com,Local Address,Mumbai,Maharashtra,India,406745,159,55,21.8,Yes,Occasionally,Asthma,D106,ICICI Lombard,POL684264,2021-04-10
P12242,Pooja,Gupta,Male,41,1984-11-24,A+,Married,9960170964,user12242@mail.com,Local Address,Nashik,Maharashtra,India,405417,180,69,21.3,Yes,No,Asthma,D107,Reliance General,POL320318,2022-10-28
P12243,Sneha,Verma,Female,57,1968-07-06,A+,Married,9456810164,user12243@mail.com,Local Address,Nagpur,Maharashtra,India,407716,163,86,32.4,No,No,None,D100,HDFC Ergo,POL824255,2022-11-21
P12244,Anjali,Sharma,Male,33,1992-05-31,AB-,Married,9869111636,user12244@mail.com,Local Address,Mumbai,Maharashtra,India,407650,179,72,22.5,No,No,Asthma,D110,Star Health,POL676338,2021-06-08
P12245,Rohan,Kulkarni,Female,43,1982-04-22,A+,Single,9393516660,user12245@mail.com,Local Address,Mumbai,Maharashtra,India,404078,179,73,22.8,No,No,Diabetes,D106,Reliance General,POL402442,2020-06-01
P12246,Pooja,Sharma,Female,59,1966-09-04,A+,Single,9705593171,user12246@mail.com,Local Address,Nagpur,Maharashtra,India,407572,178,52,16.4,Yes,Occasionally,None,D106,ICICI Lombard,POL889717,2021-03-02
P12247,Amit,Kulkarni,Male,34,1991-01-02,A+,Single,9042192516,user12247@mail.com,Local Address,Navi Mumbai,Maharashtra,India,408515,180,73,22.5,Yes,Occasionally,Asthma,D102,ICICI Lombard,POL752012,2020-12-06
P12248,Sneha,Singh,Female,30,1995-05-21,O-,Single,9294713967,user12248@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400549,162,66,25.1,Yes,Occasionally,None,D106,New India Assurance,POL754895,2022-04-26
P12249,Amit,Gupta,Female,60,1965-04-08,AB-,Married,9196462939,user12249@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400675,150,61,27.1,Yes,Occasionally,None,D105,HDFC Ergo,POL258423,2023-10-18
P12250,Vikas,Gupta,Male,36,1989-06-28,AB-,Single,9341747640,user12250@mail.com,Local Address,Nashik,Maharashtra,India,407716,175,75,24.5,No,No,None,D109,HDFC Ergo,POL426040,2022-02-28
P12251,Amit,Nair,Male,31,1994-10-05,AB-,Married,9609598682,user12251@mail.com,Local Address,Navi Mumbai,Maharashtra,India,402668,167,56,20.1,No,No,Thyroid,D110,Reliance General,POL790405,2021-05-21
P12252,Vikas,Patil,Male,56,1969-05-26,B+,Single,9738594725,user12252@mail.com,Local Address,Nagpur,Maharashtra,India,400936,175,88,28.7,No,Occasionally,Hypertension,D107,HDFC Ergo,POL971640,2023-09-01
P12253,Neha,Mehta,Male,54,1971-08-02,O-,Single,9997136698,user12253@mail.com,Local Address,Nagpur,Maharashtra,India,404427,153,59,25.2,Yes,No,None,D109,New India Assurance,POL367148,2020-03-03
P12254,Pooja,Singh,Male,34,1991-04-16,B-,Married,9050100961,user12254@mail.com,Local Address,Nagpur,Maharashtra,India,404757,180,74,22.8,Yes,No,None,D108,ICICI Lombard,POL782745,2023-03-01
P12255,Pooja,Kulkarni,Female,32,1993-11-07,A-,Single,9832127893,user12255@mail.com,Local Address,Pune,Maharashtra,India,405916,177,87,27.8,Yes,Occasionally,Hypertension,D103,ICICI Lombard,POL740860,2020-02-25
P12256,Neha,Verma,Female,41,1984-11-03,AB-,Single,9906967277,user12256@mail.com,Local Address,Nashik,Maharashtra,India,407845,151,66,28.9,Yes,Occasionally,Thyroid,D109,HDFC Ergo,POL408676,2020-09-19
P12257,Amit,Nair,Male,37,1988-05-08,B+,Single,9855876244,user12257@mail.com,Local Address,Pune,Maharashtra,India,408413,166,87,31.6,Yes,Occasionally,Thyroid,D105,New India Assurance,POL467274,2020-09-29
P12258,Anjali,Kulkarni,Female,52,1973-08-13,AB+,Single,9489881724,user12258@mail.com,Local Address,Nashik,Maharashtra,India,406575,167,87,31.2,No,Occasionally,Thyroid,D108,ICICI Lombard,POL660970,2020-04-01
P12259,Kavita,Gupta,Female,32,1993-04-03,A+,Married,9013931634,user12259@mail.com,Local Address,Nagpur,Maharashtra,India,409881,159,85,33.6,Yes,Occasionally,None,D101,ICICI Lombard,POL562456,2021-05-05
P12260,Neha,Mehta,Male,60,1965-10-13,B+,Single,9004333722,user12260@mail.com,Local Address,Nagpur,Maharashtra,India,406286,176,77,24.9,No,No,None,D100,HDFC Ergo,POL199328,2021-12-19
P12261,Amit,Mehta,Female,51,1974-04-23,A-,Married,9031300504,user12261@mail.com,Local Address,Mumbai,Maharashtra,India,409850,164,66,24.5,Yes,Occasionally,Hypertension,D102,New India Assurance,POL792701,2020-04-28
P12262,Amit,Verma,Male,45,1980-08-26,A+,Married,9859251561,user12262@mail.com,Local Address,Navi Mumbai,Maharashtra,India,404932,174,67,22.1,No,No,None,D106,New India Assurance,POL584394,2021-04-26
P12263,Vikas,Nair,Female,36,1989-02-02,B-,Single,9111257312,user12263@mail.com,Local Address,Navi Mumbai,Maharashtra,India,405910,168,59,20.9,Yes,Occasionally,Asthma,D104,New India Assurance,POL844934,2020-08-24
P12264,Suresh,Patil,Male,38,1987-10-11,B-,Married,9399546338,user12264@mail.com,Local Address,Pune,Maharashtra,India,404999,170,61,21.1,No,Occasionally,None,D102,New India Assurance,POL219781,2020-12-21
P12265,Suresh,Sharma,Female,29,1996-12-13,O+,Single,9847706060,user12265@mail.com,Local Address,Mumbai,Maharashtra,India,405950,151,85,37.3,Yes,No,Diabetes,D107,HDFC Ergo,POL533321,2021-10-04
P12266,Suresh,Mehta,Male,28,1997-08-04,AB+,Married,9322105405,user12266@mail.com,Local Address,Navi Mumbai,Maharashtra,India,401749,172,83,28.1,Yes,Occasionally,Thyroid,D100,Star Health,POL541839,2023-03-26
P12267,Anjali,Patil,Female,44,1981-05-16,B+,Single,9111588975,user12267@mail.com,Local Address,Navi Mumbai,Maharashtra,India,407875,169,60,21.0,Yes,No,None,D108,Reliance General,POL360742,2022-03-21
P12268,Pooja,Mehta,Male,50,1975-02-11,A+,Married,9813995567,user12268@mail.com,Local Address,Pune,Maharashtra,India,409586,159,68,26.9,No,No,Asthma,D108,New India Assurance,POL249154,2024-01-27
P12269,Kavita,Mehta,Male,55,1970-07-03,AB+,Single,9349729373,user12269@mail.com,Local Address,Nashik,Maharashtra,India,405612,173,71,23.7,Yes,Occasionally,Thyroid,D104,Star Health,POL678956,2021-02-04
P12270,Rohan,Mehta,Female,30,1995-01-23,B-,Single,9881268919,user12270@mail.com,Local Address,Nashik,Maharashtra,India,400899,165,78,28.7,No,Occasionally,Thyroid,D103,ICICI Lombard,POL868337,2023-02-11
P12271,Amit,Mehta,Female,53,1972-05-12,AB-,Single,9876174749,user12271@mail.com,Local Address,Nagpur,Maharashtra,India,401472,174,83,27.4,Yes,Occasionally,Hypertension,D108,New India Assurance,POL230602,2020-07-25
P12272,Amit,Singh,Male,29,1996-03-13,AB+,Single,9578890468,user12272@mail.com,Local Address,Mumbai,Maharashtra,India,404053,156,65,26.7,Yes,Occasionally,Asthma,D101,Star Health,POL259950,2023-02-18
P12273,Suresh,Nair,Female,28,1997-08-11,B+,Single,9742030783,user12273@mail.com,Local Address,Navi Mumbai,Maharashtra,India,409860,156,50,20.5,No,Occasionally,Thyroid,D108,Star Health,POL814723,2021-01-25
P12274,Rohan,Patil,Female,30,1995-05-22,B+,Married,9828229513,user12274@mail.com,Local Address,Nagpur,Maharashtra,India,402672,159,78,30.9,Yes,No,None,D106,Star Health,POL897974,2023-01-01
P12275,Amit,Kulkarni,Female,46,1979-04-17,O+,Married,9789944820,user12275@mail.com,Local Address,Pune,Maharashtra,India,401090,170,86,29.8,No,Occasionally,Thyroid,D109,Star Health,POL223203,2022-01-26
P12276,Amit,Iyer,Male,44,1981-05-08,O-,Single,9760841541,user12276@mail.com,Local Address,Navi Mumbai,Maharashtra,India,403596,164,82,30.5,No,Occasionally,None,D108,Reliance General,POL182777,2022-05-14
P12277,Neha,Gupta,Female,48,1977-08-15,AB+,Single,9925494358,user12277@mail.com,Local Address,Nashik,Maharashtra,India,409747,158,58,23.2,Yes,Occasionally,Hypertension,D106,ICICI Lombard,POL539750,2022-07-25
P12278,Vikas,Mehta,Male,34,1991-04-12,B+,Married,9196931283,user12278@mail.com,Local Address,Pune,Maharashtra,India,403420,164,86,32.0,No,Occasionally,Thyroid,D100,Reliance General,POL145158,2020-02-12
P12279,Anjali,Gupta,Female,27,1998-01-30,O-,Married,9484062405,user12279@mail.com,Local Address,Pune,Maharashtra,India,409105,168,67,23.7,No,Occasionally,Thyroid,D107,HDFC Ergo,POL234596,2022-06-22
P12280,Neha,Patil,Male,55,1970-05-02,O+,Single,9925349464,user12280@mail.com,Local Address,Nagpur,Maharashtra,India,409589,151,56,24.6,No,Occasionally,Hypertension,D100,Reliance General,POL648687,2021-06-25
P12281,Vikas,Patil,Female,43,1982-03-31,O-,Single,9329161021,user12281@mail.com,Local Address,Mumbai,Maharashtra,India,410223,164,57,21.2,Yes,No,Thyroid,D108,Reliance General,POL524546,2021-09-23
P12282,Rohan,Gupta,Male,48,1977-12-21,O+,Married,9266131486,user12282@mail.com,Local Address,Mumbai,Maharashtra,India,405808,163,69,26.0,No,No,Asthma,D106,HDFC Ergo,POL831099,2023-04-20
P12283,Neha,Sharma,Male,43,1982-11-10,B-,Married,9629731806,user12283@mail.com,Local Address,Nashik,Maharashtra,India,402243,169,80,28.0,Yes,No,Hypertension,D104,Star Health,POL924383,2023-05-22
P12284,Vikas,Iyer,Male,44,1981-08-14,O-,Married,9376746191,user12284@mail.com,Local Address,Nashik,Maharashtra,India,400020,155,77,32.0,No,No,Asthma,D101,Star Health,POL476552,2023-04-04
P12285,Anjali,Singh,Female,45,1980-05-12,B-,Married,9990922733,user12285@mail.com,Local Address,Nashik,Maharashtra,India,405063,162,54,20.6,Yes,No,Thyroid,D103,ICICI Lombard,POL468903,2021-12-04
P12286,Rohan,Verma,Female,41,1984-06-25,O+,Married,9327171015,user12286@mail.com,Local Address,Navi Mumbai,Maharashtra,India,410306,156,79,32.5,No,No,None,D105,New India Assurance,POL419575,2023-11-26
P12287,Vikas,Patil,Female,43,1982-10-29,AB-,Single,9445796086,user12287@mail.com,Local Address,Mumbai,Maharashtra,India,403404,162,80,30.5,No,No,Thyroid,D104,ICICI Lombard,POL693369,2021-06-26
P12288,Sneha,Gupta,Female,44,1981-12-31,O+,Married,9358220804,user12288@mail.com,Local Address,Pune,Maharashtra,India,402297,176,64,20.7,Yes,No,None,D108,Reliance General,POL164895,2021-11-16
P12289,Vikas,Verma,Female,47,1978-10-11,O+,Single,9298139662,user12289@mail.com,Local Address,Navi Mumbai,Maharashtra,India,401150,158,57,22.8,Yes,No,Diabetes,D101,Star Health,POL805993,2020-11-29
P12290,Amit,Nair,Female,37,1988-07-11,O+,Single,9419924043,user12290@mail.com,Local Address,Nashik,Maharashtra,India,408510,165,62,22.8,Yes,No,Diabetes,D109,Reliance General,POL378048,2022-04-08
P12291,Kavita,Mehta,Female,29,1996-12-19,A-,Married,9260808353,user12291@mail.com,Local Address,Nashik,Maharashtra,India,409545,172,50,16.9,Yes,No,Diabetes,D107,ICICI Lombard,POL863494,2022-10-03
P12292,Amit,Gupta,Female,42,1983-12-04,AB-,Married,9246872043,user12292@mail.com,Local Address,Navi Mumbai,Maharashtra,India,402551,163,69,26.0,Yes,No,Asthma,D105,Reliance General,POL570311,2020-04-11
P12293,Kavita,Mehta,Female,29,1996-07-12,O+,Married,9063599463,user12293@mail.com,Local Address,Mumbai,Maharashtra,India,402148,160,59,23.0,No,No,Thyroid,D104,ICICI Lombard,POL202961,2022-04-22
P12294,Neha,Sharma,Male,33,1992-01-04,A-,Married,9277117332,user12294@mail.com,Local Address,Mumbai,Maharashtra,India,402881,161,85,32.8,No,No,Hypertension,D102,Star Health,POL105728,2021-07-01
